code,name,name_ascii,state
EBR,East Brunswick,East Brunswick,NJ
EZK,East Burke,East Burke,VT
EBT,East Butler,East Butler,PA
ECM,East Cambridge,East Cambridge,MA
ECN,East Camden,East Camden,AR
5EC,East Canaan,East Canaan,CT
ECZ,East Canton,East Canton,OH
EC6,East Carbon,East Carbon,UT
TCD,East Carondelet,East Carondelet,IL
EQN,East Chatham,East Chatham,NY
ECH,East Chicago,East Chicago,IN
ECL,East Clinton,East Clinton,IL
ECX,East Concord,East Concord,NY
EZV,East Danville,East Danville,VA
TDN,East Dennis,East Dennis,MA
EJO,East Dorset,East Dorset,VT
EDO,East Douglas,East Douglas,MA
EDU,East Dublin,East Dublin,GA
EQE,East Dubuque,East Dubuque,IL
9ED,East Dundee,East Dundee,IL
ED8,East Durham,East Durham,NY
EE3,East Earl,East Earl,PA
EHU,East Elmhurst,East Elmhurst,NY
4HE,East Fairfield,East Fairfield,OH
ZEF,East Falmouth,East Falmouth,MA
EFR,East Farmingdale,East Farmingdale,NY
YEF,East Fayetteville,East Fayetteville,NC
TVK,East Fishkill,East Fishkill,NY
ERK,East Flat Rock,East Flat Rock,NC
EFO,East Fork,East Fork,AK
EFM,East Freedom,East Freedom,PA
EFJ,East Freehold,East Freehold,NJ
EFN,East Freetown,East Freetown,MA
EGZ,East Glenville,East Glenville,NY
EGO,East Goshen,East Goshen,PA
EBY,East Granby,East Granby,CT
EGQ,East Grand Forks,East Grand Forks,MN
L4D,East Grand Rapids,East Grand Rapids,MI
EGY,East Greenbush,East Greenbush,NY
UFT,East Greenville,East Greenville,PA
UFU,East Greenwich,East Greenwich,RI
EH5,East Greenwich,East Greenwich,WA
TDM,East Haddam,East Haddam,CT
EAH,East Hampton,East Hampton,CT
HTO,East Hampton,East Hampton,NY
EHA,East Hanover,East Hanover,NJ
EHT,East Hartford,East Hartford,CT
EH6,East Harwich,East Harwich,MA
EHV,East Haven,East Haven,CT
7EV,East Haven,East Haven,VT
EHC,East Hazel Crest,East Hazel Crest,IL
EAI,East Irvine,East Irvine,CA
IS8,East Islip,East Islip,NY
JW7,East Jewett,East Jewett,NY
EJD,East Jordan,East Jordan,MI
EKB,East Keansburg,East Keansburg,NJ
EK8,East Kingston,East Kingston,NH
E2A,East Lake,East Lake,NC
E2L,East Lake,East Lake,OH
EQ4,East Lansing,East Lansing,MI
XXY,East Leroy,East Leroy,MI
ETY,East Liberty,East Liberty,OH
E8L,East Livermore,East Livermore,ME
ELO,East Liverpool,East Liverpool,OH
ETL,East Longmeadow,East Longmeadow,MA
ETA,East Los Angeles,East Los Angeles,CA
EAY,East Lyme,East Lyme,CT
EM7,East Machias,East Machias,ME
M33,East Mansfield,East Mansfield,MA
EQP,East McKeesport,East McKeesport,PA
EM9,East Meadow,East Meadow,NY
E2M,East Meredith,East Meredith,NY
EMI,East Millinocket,East Millinocket,ME
EA9,East Millstone,East Millstone,NJ
EMN,East Moline,East Moline,IL
7EM,East Montpelier,East Montpelier,VT
EXM,East Moriches,East Moriches,NY
5EN,East New York,East New York,NY
ETK,East Newark,East Newark,NJ
EIO,East Norriton,East Norriton,PA
EAP,East Northport,East Northport,NY
ENQ,East Norwalk,East Norwalk,CT
R9W,East Norwich,East Norwich,NY
EOG,East Orange,East Orange,NJ
E3O,East Otis,East Otis,MA
O3T,East Otto,East Otto,NY
YEP,East Palestine,East Palestine,OH
EYH,East Palmyra,East Palmyra,NY
EPD,East Palo Alto,East Palo Alto,CA
EZP,East Patchogue,East Patchogue,NY
EPJ,East Pembroke,East Pembroke,NY
EP5,East Penn,East Penn,PA
EPO,East Peoria,East Peoria,IL
V4V,East Petersburg,East Petersburg,PA
E9T,East Pittsburgh,East Pittsburgh,PA
EPN,East Point,East Point,GA
EPY,East Point,East Point,KY
EPF,East Prairie,East Prairie,MO
EPR,East Providence,East Providence,RI
EQG,East Quogue,East Quogue,NY
E2R,East Rancho Dominguez,East Rancho Dominguez,CA
ER8,East Randolph,East Randolph,VT
E6R,East Ridge,East Ridge,TN
ER5,East Rio,East Rio,WI
ERC,East Rochester,East Rochester,NY
EKY,East Rockaway,East Rockaway,NY
ERU,East Rutherford,East Rutherford,NJ
ESL,East Saint Louis,East Saint Louis,IL
E6S,East Sandwich,East Sandwich,MA
QET,East Setauket,East Setauket,NY
ESA,East Sparta,East Sparta,OH
EQ9,East Springfield,East Springfield,NY
E2S,East Springfield,East Springfield,OH
KCO,East Stockton,East Stockton,CA
ESP,East Stroudsburg,East Stroudsburg,PA
ES2,East Swanzey,East Swanzey,NH
ESY,East Syracuse,East Syracuse,NY
ETU,East Taunton,East Taunton,MA
ECA,East Tawas,East Tawas,MI
T6P,East Templeton,East Templeton,MA
TYY,East Troy,East Troy,WI
ZEP,East Walpole,East Walpole,MA
E9W,East Wenatchee,East Wenatchee,WA
EWY,East Weymouth,East Weymouth,MA
EW8,East Wilton,East Wilton,ME
99W,East Windsor,East Windsor,CT
EWS,East Windsor,East Windsor,NJ
EW2,East Woodstock,East Woodstock,CT
EBG,Eastaboga,Eastaboga,AL
NXM,Eastampton Township,Eastampton Township,NJ
EE4,Eastanollee,Eastanollee,GA
ETJ,Eastchester,Eastchester,NY
EFD,Eastford,Eastford,CT
EHQ,Eastham,Eastham,MA
EHN,Easthampton,Easthampton,MA
ETN,Eastland,Eastland,TX
EZG,Eastman,Eastman,GA
E3W,Eastman,Eastman,WI
8MB,Easton,Easton,CT
E2N,Easton,Easton,IL
ETM,Easton,Easton,MA
ESN,Easton,Easton,MD
XFF,Easton,Easton,ME
TKU,Easton,Easton,MN
EZN,Easton,Easton,NY
E5G,Easton,Easton,OH
ABE,Easton,Easton,PA
ESW,Easton,Easton,WA
EAS,Eastover,Eastover,SC
VVT,Eastpoint,Eastpoint,FL
EP6,Eastpointe,Eastpointe,MI
EPI,Eastport,Eastport,ID
EPM,Eastport,Eastport,ME
E79,Eastport,Eastport,NY
ESD,Eastsound,Eastsound,WA
EV5,Eastvale,Eastvale,CA
ESZ,Eastwood,Eastwood,KY
ETQ,Eaton,Eaton,CO
E9A,Eaton,Eaton,IN
EAQ,Eaton,Eaton,OH
9EC,Eaton Center,Eaton Center,NH
EPK,Eaton Park,Eaton Park,FL
ETP,Eaton Rapids,Eaton Rapids,MI
AAX,Eatonton,Eatonton,GA
EAJ,Eatontown,Eatontown,NJ
ETV,Eatonville,Eatonville,WA
EIC,Eau Claire,Eau Claire,MI
EAU,Eau Claire,Eau Claire,WI
EBE,Ebensburg,Ebensburg,PA
EB5,Ebro,Ebro,FL
EK3,Eckman,Eckman,WV
EC2,Eclectic,Eclectic,AL
8AE,Economy,Economy,AR
EKP,Ecorse,Ecorse,MI
EQU,Ecru,Ecru,MS
EDX,Edcouch,Edcouch,TX
E2D,Eddington,Eddington,ME
EJY,Eddy,Eddy,TX
ESX,Eddystone,Eddystone,PA
EYV,Eddyville,Eddyville,IA
EDV,Eddyville,Eddyville,KY
EY3,Eddyville,Eddyville,NE
QED,Eden,Eden,GA
EDI,Eden,Eden,ID
EDB,Eden,Eden,NC
EDY,Eden,Eden,NY
ED3,Eden,Eden,SD
DJE,Eden,Eden,UT
EV6,Eden,Eden,VT
EWF,Eden,Eden,WI
EDP,Eden Prairie,Eden Prairie,MN
ZVY,Eden Valley,Eden Valley,MN
ENX,"Eden, Concho","Eden, Concho",TX
QEM,"Eden, Nacogdoches","Eden, Nacogdoches",TX
EDE,Edenton,Edenton,NC
EG4,Edgar,Edgar,FL
E9D,Edgar,Edgar,MT
EJR,Edgar,Edgar,NE
ED9,Edgar,Edgar,NJ
EGA,Edgar,Edgar,WI
ETW,Edgartown,Edgartown,MA
ECB,Edgecomb,Edgecomb,ME
EDF,Edgefield,Edgefield,SC
EYD,Edgeley,Edgeley,ND
GME,Edgemere,Edgemere,MD
EGM,Edgemont,Edgemont,PA
DGM,Edgemont,Edgemont,SD
EGU,Edgemoor,Edgemoor,DE
E3M,Edgemoor,Edgemoor,SC
EEU,Edgerton,Edgerton,KS
EN4,Edgerton,Edgerton,MN
DG3,Edgerton,Edgerton,MO
EN6,Edgerton,Edgerton,OH
EGT,Edgerton,Edgerton,WI
EZQ,Edgewater,Edgewater,CO
EJW,Edgewater,Edgewater,FL
EW7,Edgewater,Edgewater,MD
EGW,Edgewater,Edgewater,NJ
EJT,Edgewater Beach,Edgewater Beach,OH
ET8,Edgewater Park,Edgewater Park,NJ
EW6,Edgewood,Edgewood,IA
GHW,Edgewood,Edgewood,KY
EDG,Edgewood,Edgewood,MD
EDD,Edgewood,Edgewood,NJ
DGO,Edgewood,Edgewood,NM
EOQ,Edgewood,Edgewood,NY
DGK,Edgewood,Edgewood,TX
EWZ,Edgewood,Edgewood,WA
EW5,"Edgewood, Suffolk","Edgewood, Suffolk",NY
ED6,Edina,Edina,MO
EDM,Edina/Minneapolis,Edina/Minneapolis,MN
QEB,Edinboro,Edinboro,PA
2PP,Edinburg,Edinburg,PA
EDQ,Edinburg,Edinburg,TX
EQX,Edinburg,Edinburg,VA
ENB,Edinburgh,Edinburgh,IN
EDS,Edison,Edison,CA
ED4,Edison,Edison,GA
EDN,Edison,Edison,NJ
DTS,Edisto Island,Edisto Island,SC
EOD,Edmond,Edmond,OK
EOW,Edmonds,Edmonds,WA
EOT,Edmonston,Edmonston,MD
EDC,Edmonton,Edmonton,KY
EM3,Edmore,Edmore,MI
9JQ,Edna,Edna,TX
EDA,Edna Bay,Edna Bay,AK
EVF,Edneyville,Edneyville,NC
JVN,Edon,Edon,OH
EY2,Edroy,Edroy,TX
ZYL,Edson,Edson,KS
EWA,Edwards,Edwards,CA
EDZ,Edwards,Edwards,CO
EZD,Edwards,Edwards,IL
EGD,Edwards,Edwards,MS
DWU,Edwardsburg,Edwardsburg,MI
DWP,Edwardsport,Edwardsport,IN
EQV,Edwardsville,Edwardsville,AL
EWV,Edwardsville,Edwardsville,IL
EDW,Edwardsville,Edwardsville,KS
DWS,Edwardsville,Edwardsville,PA
EEK,Eek,Eek,AK
EFZ,Effie,Effie,LA
EFI,Effingham,Effingham,IL
IGJ,Effingham,Effingham,NH
EGH,Effingham,Effingham,SC
EFT,Effort,Effort,PA
EJA,Egan,Egan,SD
EGX,Egegik,Egegik,AK
GGB,Egg Harbor,Egg Harbor,WI
EGG,Egg Harbor City,Egg Harbor City,NJ
GWP,Egg Harbor Township,Egg Harbor Township,NJ
EF2,Eglin Air Force Base,Eglin Air Force Base,FL
EJN,Egnar,Egnar,CO
EH7,Ehrenberg,Ehrenberg,AZ
EFB,Eight Fathom Bight,Eight Fathom Bight,AK
EIG,Eight Mile,Eight Mile,AL
EIH,Eighty Four,Eighty Four,PA
ITZ,Eitzen,Eitzen,MN
EUL,Eklutna,Eklutna,AK
KKU,Ekuk,Ekuk,AK
KEK,Ekwok,Ekwok,AK
CJN,El Cajon,El Cajon,CA
ECP,El Campo,El Campo,TX
ECO,El Centro,El Centro,CA
ECQ,El Cerrito,El Cerrito,CA
ELD,El Dorado,El Dorado,AR
EDJ,El Dorado,El Dorado,CA
EDK,El Dorado,El Dorado,KS
EHI,El Dorado Hills,El Dorado Hills,CA
EOO,El Dorado Springs,El Dorado Springs,MO
EMZ,El Mirage,El Mirage,AZ
EMD,El Modena/Orange,El Modena/Orange,CA
EMT,El Monte,El Monte,CA
JDO,El Nido,El Nido,CA
EPX,El Paso,El Paso,IL
ELP,El Paso,El Paso,TX
EPQ,El Portal,El Portal,CA
EP4,El Prado,El Prado,NM
QEL,El Reno,El Reno,OK
ELS,El Segundo,El Segundo,CA
EZR,El Sereno,El Sereno,CA
KTK,El Sobrante,El Sobrante,CA
ETR,El Toro,El Toro,CA
EBA,Elba,Elba,AL
EB7,Elba,Elba,MN
NYE,Elba,Elba,NY
JLF,Elberfeld,Elberfeld,IN
KLB,Elberon,Elberon,IA
EB4,Elbert,Elbert,CO
JLB,Elbert,Elbert,NJ
EB3,Elberta,Elberta,AL
BZ4,Elberta,Elberta,UT
ELB,Elberton,Elberton,GA
ELG,Elbridge,Elbridge,NY
EB2,Elburn,Elburn,IL
EQO,Elco,Elco,IL
EMC,Eldersburg,Eldersburg,MD
7EL,Eldon,Eldon,IA
YED,Eldon,Eldon,MO
EDT,Eldon,Eldon,TX
JDR,Eldora,Eldora,IA
ED2,Eldorado,Eldorado,IL
E5D,Eldorado,Eldorado,OH
ED5,Eldorado,Eldorado,PA
DDO,Eldorado,Eldorado,TX
EQD,Eldorado,Eldorado,WI
E77,Eldred,Eldred,PA
ERO,Eldred Rock,Eldred Rock,AK
EBP,Eldridge,Eldridge,CA
EDR,Eldridge,Eldridge,IA
EID,Eldridge,Eldridge,ND
ILW,Eleanor,Eleanor,WV
KHW,Eleele,Eleele,HI
ELV,Elfin Cove,Elfin Cove,AK
EJF,Elfin Forest,Elfin Forest,CA
ERD,Elfrida,Elfrida,AZ
EGN,Elgin,Elgin,IL
JGI,Elgin,Elgin,MN
EGE,Elgin,Elgin,SC
ZEG,Elgin,Elgin,TX
EI3,Elida,Elida,NM
ELX,Elida,Elida,OH
ELI,Elim,Elim,AK
ET5,Eliot,Eliot,MA
EL9,Eliot,Eliot,ME
EB6,Elizabeth,Elizabeth,AR
EZ8,Elizabeth,Elizabeth,CO
6EZ,Elizabeth,Elizabeth,IL
EZH,Elizabeth,Elizabeth,IN
EZA,Elizabeth,Elizabeth,NJ
EBH,Elizabeth,Elizabeth,WV
ECG,Elizabeth City,Elizabeth City,NC
ZIP,Elizabethport,Elizabethport,NJ
EZB,Elizabethton,Elizabethton,TN
EZ7,Elizabethtown,Elizabethtown,IL
4EI,Elizabethtown,Elizabethtown,IN
EKX,Elizabethtown,Elizabethtown,KY
EZW,Elizabethtown,Elizabethtown,NC
EBW,Elizabethtown,Elizabethtown,NY
EZT,Elizabethtown,Elizabethtown,PA
EIZ,Elizabethville,Elizabethville,PA
EZ2,Elizaville,Elizaville,NY
KKN,Elk,Elk,CA
ELK,Elk City,Elk City,OK
EYJ,Elk Creek,Elk Creek,CA
EGK,Elk Grove,Elk Grove,CA
EVI,Elk Grove Village,Elk Grove Village,IL
E7H,Elk Horn,Elk Horn,IA
E3K,Elk Horn,Elk Horn,KY
EYX,Elk Mound,Elk Mound,WI
KRK,Elk Park,Elk Park,NC
E2P,Elk Point,Elk Point,SD
LR5,Elk Rapids,Elk Rapids,MI
ER2,Elk River,Elk River,MN
EP2,Elka Park,Elka Park,NY
QEK,Elkader,Elkader,IA
EKH,Elkhart,Elkhart,IA
EKJ,Elkhart,Elkhart,IL
EKI,Elkhart,Elkhart,IN
EHR,Elkhart,Elkhart,KS
EKF,Elkhart,Elkhart,TX
EKK,Elkhart Lake,Elkhart Lake,WI
EKR,Elkhorn,Elkhorn,NE
ELH,Elkhorn,Elkhorn,WI
EIN,Elkin,Elkin,NC
EKN,Elkins,Elkins,WV
EIK,Elkins Park,Elkins Park,PA
ELQ,Elkland,Elkland,PA
ZEM,Elkmont,Elkmont,AL
3KO,Elko,Elko,GA
EKO,Elko,Elko,NV
E5T,Elko New Market,Elko New Market,MN
EKD,Elkridge,Elkridge,MD
YEK,Elkton,Elkton,FL
EKT,Elkton,Elkton,KY
ELT,Elkton,Elkton,MD
EKM,Elkton,Elkton,MI
QKO,Elkton,Elkton,OH
EL8,Elkton,Elkton,OR
EKZ,Elkton,Elkton,SD
E99,Elkton,Elkton,TN
EKV,Elkton,Elkton,VA
EKE,Elkview,Elkview,WV
5EK,Elkville,Elkville,IL
EKW,Elkwood,Elkwood,VA
EBZ,Ellabell,Ellabell,GA
ELW,Ellamar,Ellamar,AK
ZEV,Ellaville,Ellaville,GA
YEB,Ellenboro,Ellenboro,NC
NZB,Ellenboro,Ellenboro,WV
EJE,Ellendale,Ellendale,MN
LZL,Ellendale,Ellendale,ND
ELN,Ellensburg,Ellensburg,WA
ENJ,Ellenton,Ellenton,FL
EV3,Ellenville,Ellenville,NY
ZEW,Ellenwood,Ellenwood,GA
EQ3,Ellerbe,Ellerbe,NC
ZEN,Ellettsville,Ellettsville,IN
ECC,Ellicott City,Ellicott City,MD
ECV,Ellicottville,Ellicottville,NY
ELJ,Ellijay,Ellijay,GA
ZET,Ellington,Ellington,CT
EJG,Ellington,Ellington,MO
EIJ,Ellis,Ellis,KS
EUQ,Ellis Grove,Ellis Grove,IL
ESJ,Ellisdale,Ellisdale,NJ
EIT,Elliston,Elliston,VA
ELU,Ellisville,Ellisville,MO
EVE,Ellisville,Ellisville,MS
EOR,Elloree,Elloree,SC
EQZ,Ellport,Ellport,PA
EZI,Ellsinore,Ellsinore,MO
QIW,Ellsworth,Ellsworth,IA
EXH,Ellsworth,Ellsworth,IL
ZC6,Ellsworth,Ellsworth,KS
ESR,Ellsworth,Ellsworth,ME
EY5,Ellsworth,Ellsworth,MI
EH3,Ellsworth,Ellsworth,NH
EHZ,Ellsworth,Ellsworth,PA
EWT,Ellsworth,Ellsworth,WA
EZL,Ellsworth,Ellsworth,WI
EHB,Ellsworth Air Force Base,Ellsworth Air Force Base,SD
EL3,Ellwood,Ellwood,CA
XFH,Ellwood City,Ellwood City,PA
EM6,Elm,Elm,PA
EC3,Elm City,Elm City,NC
EQC,Elm Creek,Elm Creek,NE
EXV,Elm Grove,Elm Grove,WI
EQM,Elm Mott,Elm Mott,TX
ESQ,Elm Springs,Elm Springs,AR
EA2,Elma,Elma,IA
EFA,Elma,Elma,NY
EAW,Elma,Elma,WA
EL2,"Elma, Erie","Elma, Erie",NY
XRW,Elmendorf,Elmendorf,TX
ZC7,Elmendorf Air Force Base,Elmendorf Air Force Base,AK
EL4,Elmer,Elmer,NJ
ELR,Elmhurst,Elmhurst,IL
EH2,Elmhurst,Elmhurst,NY
E89,Elmira,Elmira,MI
ELM,Elmira,Elmira,NY
EMR,Elmira Heights,Elmira Heights,NY
QDM,Elmont,Elmont,NY
EXO,Elmore,Elmore,AL
EMJ,Elmore,Elmore,OH
E8M,Elmore,Elmore,VT
EMO,Elmore,Elmore,WV
UFR,Elmsford,Elmsford,NY
IMZ,Elmwood,Elmwood,CT
EXW,Elmwood,Elmwood,IL
IXX,Elmwood,Elmwood,NE
EWX,Elmwood,Elmwood,WI
EMW,Elmwood Park,Elmwood Park,IL
EWP,Elmwood Park,Elmwood Park,NJ
EW3,"Elmwood, Pierce","Elmwood, Pierce",WI
EE6,Eloise,Eloise,FL
QEN,Elon,Elon,NC
REU,Elora,Elora,TN
EOY,Eloy,Eloy,AZ
ERY,Elroy,Elroy,WI
4EL,Elsah,Elsah,IL
EEY,Elsberry,Elsberry,MO
EIL,Elsie,Elsie,MI
EM2,Elsmere,Elsmere,DE
EJQ,Elton,Elton,LA
OAO,Elton,Elton,PA
E9P,Eltopia,Eltopia,WA
EVO,Elverson,Elverson,PA
E2V,Elverta,Elverta,CA
EWE,Elwell,Elwell,MI
EQW,Elwood,Elwood,CA
EWI,Elwood,Elwood,IL
ELL,Elwood,Elwood,IN
EWW,Elwood,Elwood,KS
EW9,Elwood,Elwood,NE
EWQ,Elwood,Elwood,NJ
3LF,Elwood,Elwood,TX
EY4,Ely,Ely,IA
LYU,Ely,Ely,MN
ELY,Ely,Ely,NV
EIA,Elyria,Elyria,OH
EYS,Elysburg,Elysburg,PA
M7I,Elysian,Elysian,MN
EMB,Embarcadero/San Francisco,Embarcadero/San Francisco,CA
E7M,Embarrass,Embarrass,WI
EJX,Emden,Emden,IL
EMA,Emelle,Emelle,AL
ZZX,Emerald Isle,Emerald Isle,NC
ZQN,Emerson,Emerson,GA
IAE,Emerson,Emerson,IA
EQS,Emerson,Emerson,NJ
EMY,Emery,Emery,SD
JEM,Emeryville,Emeryville,CA
EM4,Emigrant Gap,Emigrant Gap,CA
EGS,Emigsville,Emigsville,PA
EY8,Emily,Emily,MN
EN2,Eminence,Eminence,KY
EII,Eminence,Eminence,MO
EMX,Emlenton,Emlenton,PA
EMU,Emmaus,Emmaus,PA
ET6,Emmet,Emmet,AR
EMG,Emmetsburg,Emmetsburg,IA
EEI,Emmett,Emmett,ID
EMK,Emmonak,Emmonak,AK
YEM,Emory,Emory,TX
EP8,Empire,Empire,AL
EPE,Empire,Empire,LA
YZZ,Empire,Empire,MI
EPW,Empire,Empire,NV
EMP,Emporia,Emporia,KS
ERA,Emporia,Emporia,VA
EUI,Emporium,Emporium,PA
EMH,Emsworth,Emsworth,PA
XFE,Encinitas,Encinitas,CA
ENO,Encino,Encino,CA
ECF,Encino,Encino,TX
END,Endeavor,Endeavor,PA
EPV,Endeavor,Endeavor,WI
EEQ,Enderlin,Enderlin,ND
EQT,Endicott,Endicott,NE
ENC,Endicott,Endicott,NY
BGM,Endicott-Johnson City-Binghamton Apt,Endicott-Johnson City-Binghamton Apt,NY
W9N,Endwell,Endwell,NY
ERG,Energy,Energy,IL
N8G,Energy,Energy,TX
ENF,Enfield,Enfield,CT
6EF,Enfield,Enfield,IL
EFL,Enfield,Enfield,NC
E4F,Enfield,Enfield,NH
EAD,England,England,AR
NGE,Englevale,Englevale,ND
QTS,Englewood,Englewood,CO
XEW,Englewood,Englewood,FL
EWD,Englewood,Englewood,NJ
EW4,Englewood,Englewood,NY
OZ2,Englewood,Englewood,OH
EEW,Englewood,Englewood,TN
ENG,Englewood Cliffs,Englewood Cliffs,NJ
ND2,Englewood Yard,Englewood Yard,TX
EN3,English,English,IN
KEB,English Bay,English Bay,AK
UFX,Englishtown,Englishtown,NJ
WDG,Enid,Enid,OK
EIM,Enigma,Enigma,GA
ENK,Enka,Enka,NC
EN5,Ennice,Ennice,NC
E9E,Enning,Enning,SD
E5N,Ennis,Ennis,MT
ENE,Ennis,Ennis,TX
EOJ,Enochs,Enochs,TX
EL7,Enola,Enola,PA
ENM,Enon,Enon,OH
OYU,Enon Valley,Enon Valley,PA
EON,Enoree,Enoree,SC
NUR,Enosburg Center,Enosburg Center,VT
EBF,Enosburg Falls,Enosburg Falls,VT
ENS,Ensley,Ensley,AL
ETS,Enterprise,Enterprise,AL
KFJ,Enterprise,Enterprise,KS
KJF,Enterprise,Enterprise,KS
EPP,Enterprise,Enterprise,MS
ENP,Enterprise,Enterprise,OR
EEP,"Enterprise, Washington","Enterprise, Washington",UT
EN7,Entiat,Entiat,WA
ECW,Enumclaw,Enumclaw,WA
EQI,Eolia,Eolia,MO
ERM,Ephraim,Ephraim,UT
EHP,Ephrata,Ephrata,PA
EPH,Ephrata,Ephrata,WA
EP7,Epping,Epping,NH
8EP,Epsom,Epsom,NH
QIY,Equality,Equality,IL
E7R,Erath,Erath,LA
ER9,Erda,Erda,UT
QRL,Erial,Erial,NJ
XEH,Erie,Erie,CO
ERZ,Erie,Erie,IL
EE2,Erie,Erie,MI
ERI,Erie,Erie,PA
ERJ,Erin,Erin,TN
ERL,Erlanger,Erlanger,KY
ERR,Errol,Errol,NH
ER4,Erving,Erving,MA
EWJ,Erwin,Erwin,NC
ERW,Erwin,Erwin,TN
QEW,Erwins,Erwins,NY
EXC,Escalon,Escalon,CA
ESC,Escanaba,Escanaba,MI
ECD,Escondido,Escondido,CA
EKL,Eskdale,Eskdale,WV
EKQ,Esko,Esko,MN
ESM,Esmond,Esmond,RI
E8T,Esmont,Esmont,VA
ES8,Esopus,Esopus,NY
ESO,Espanola,Espanola,NM
EZO,Esparto,Esparto,CA
EPZ,Esperance,Esperance,NY
GZA,Esperanza,Esperanza,CA
EVB,Essex,Essex,CA
EEX,Essex,Essex,CT
8F6,Essex,Essex,IA
ES6,Essex,Essex,MA
ESE,Essex,Essex,MD
3EX,Essex,Essex,NY
8SS,Essex,Essex,VT
EXF,Essex Fells,Essex Fells,NJ
ESS,Essex Junction,Essex Junction,VT
EXY,Essexville,Essexville,MI
ETX,Essington,Essington,PA
EXQ,Estacada,Estacada,OR
TA7,Estancia,Estancia,NM
ET9,Estelline,Estelline,SD
ESG,Estero,Estero,FL
ESB,Estero Bay,Estero Bay,CA
EP9,Estes Park,Estes Park,CO
EST,Estherville,Estherville,IA
ES9,Estill,Estill,SC
ETZ,Estill Springs,Estill Springs,TN
S9D,Ethan,Ethan,SD
ETH,Ether,Ether,NC
TDG,Ethridge,Ethridge,MT
EHG,Ethridge,Ethridge,TN
EFS,Etiwanda,Etiwanda,CA
E2T,Etna,Etna,CA
9ET,Etna,Etna,ME
XTA,Etna,Etna,OH
ET3,Etna,Etna,PA
ET2,Etna,Etna,WY
ETG,Eton,Eton,GA
TWP,Etowah,Etowah,NC
ETO,Etowah,Etowah,TN
E3T,Etta,Etta,MS
ETT,Etter,Etter,TX
W5I,Ettrick,Ettrick,WI
9UB,Eubank,Eubank,KY
EUC,Euclid,Euclid,OH
EUD,Eudora,Eudora,AR
EK2,Eudora,Eudora,KS
EUF,Eufaula,Eufaula,AL
EF3,Eufaula,Eufaula,OK
EUN,Eugene,Eugene,MO
EUG,Eugene,Eugene,OR
E8E,Euharlee,Euharlee,GA
ELC,Euless,Euless,TX
UCE,Eunice,Eunice,LA
EUJ,Eunice,Eunice,NM
EUP,Eupora,Eupora,MS
EKA,Eureka,Eureka,CA
2EK,Eureka,Eureka,IL
7EU,Eureka,Eureka,KS
EU8,Eureka,Eureka,MI
UKC,Eureka,Eureka,MT
EUE,Eureka,Eureka,NV
ER7,Eureka,Eureka,UT
E9S,Eureka Springs,Eureka Springs,AR
EUK,"Eureka, Perry","Eureka, Perry",MO
EUR,"Eureka, Saint Louis","Eureka, Saint Louis",MO
EKC,Eustace,Eustace,TX
EUS,Eustis,Eustis,FL
EUT,Eustis,Eustis,ME
ET4,Eutaw,Eutaw,AL
XVA,Eva,Eva,AL
EVQ,Eva,Eva,TN
AE2,Evadale,Evadale,AR
EVA,Evadale,Evadale,TX
EC9,Evans,Evans,CO
EVG,Evans,Evans,GA
EVC,Evans City,Evans City,PA
E9M,Evans Mills,Evans Mills,NY
E5S,Evansdale,Evansdale,IA
EVD,Evanston,Evanston,IL
EVW,Evanston,Evanston,WY
EVN,Evansville,Evansville,IL
EVV,Evansville,Evansville,IN
EV9,Evansville,Evansville,PA
E9V,Evansville,Evansville,TN
ESV,Evansville,Evansville,WI
EVK,Evansville,Evansville,WV
VNI,Evansville,Evansville,WY
EVJ,Evant,Evant,TX
EV2,Evart,Evart,MI
EVM,Eveleth,Eveleth,MN
EV7,Evendale,Evendale,OH
EVL,Evendale,Evendale,OH
3IN,Evensville,Evensville,IN
EVT,Everett,Everett,MA
EV4,Everett,Everett,NJ
EVZ,Everett,Everett,PA
PAE,Everett,Everett,WA
ZC8,Everetts,Everetts,NC
EFG,Everglades City,Everglades City,FL
EVR,Evergreen,Evergreen,AL
YEG,Evergreen,Evergreen,CO
VGC,Evergreen,Evergreen,MT
EXG,Evergreen,Evergreen,WA
EP3,Evergreen Park,Evergreen Park,IL
EV8,Everly,Everly,IA
EVX,Everman,Everman,TX
VSO,Everson,Everson,PA
ZC9,Everson,Everson,WA
ET7,Everton,Everton,MO
E5V,Evington,Evington,VA
EWH,Ewa Beach (Oahu),Ewa Beach (Oahu),HI
EG2,Ewing,Ewing,NE
QEI,Ewing,Ewing,NJ
E2W,Ewing,Ewing,VA
EXZ,Excelsior,Excelsior,MN
ZEO,Excelsior Springs,Excelsior Springs,MO
EXI,Excursion Inlet,Excursion Inlet,AK
EXD,Exeland,Exeland,WI
EXT,Exeter,Exeter,CA
EXK,Exeter,Exeter,ME
X5O,Exeter,Exeter,MO
EXE,Exeter,Exeter,NH
EXP,Exeter,Exeter,PA
EXR,Exeter,Exeter,RI
EXA,Exmore,Exmore,VA
EPT,Export,Export,PA
EXN,Exton,Exton,PA
EYP,Eynon,Eynon,PA
E3Y,Eyota,Eyota,MN
FAB,Fabens,Fabens,TX
FB4,Faber,Faber,VA
7FA,Fabyan,Fabyan,CT
FKK,Fackler,Fackler,AL
F2B,Fair Bluff,Fair Bluff,NC
